,x,y,congestion
117,102.0,12.0,0.6422690749168396
118,103.0,12.0,0.6433061957359314
119,104.0,12.0,0.6444641947746277
120,105.0,12.0,0.6697849631309509
121,106.0,12.0,0.7170389890670776
122,107.0,12.0,0.738720715045929
123,108.0,12.0,0.7402934432029724
124,109.0,12.0,0.7060094475746155
125,110.0,12.0,0.6974957585334778
126,111.0,12.0,0.6619114875793457
127,112.0,12.0,0.653510570526123
128,113.0,12.0,0.6482725739479065
129,114.0,12.0,0.6407284140586853
130,115.0,12.0,0.6474134922027588
131,116.0,12.0,0.6436334252357483
132,117.0,12.0,0.6663044691085815
133,118.0,12.0,0.7166348099708557
134,119.0,12.0,0.7307214736938477
135,120.0,12.0,0.7409490346908569
136,121.0,12.0,0.7455129027366638
137,122.0,12.0,0.7147403359413147
138,123.0,12.0,0.6847205758094788
139,124.0,12.0,0.685742974281311
140,125.0,12.0,0.6760165095329285
141,126.0,12.0,0.6725972294807434
142,127.0,12.0,0.6810829639434814
143,128.0,12.0,0.6665008068084717
144,129.0,12.0,0.6704654097557068
145,130.0,12.0,0.6630151867866516
146,131.0,12.0,0.6697070598602295
147,132.0,12.0,0.6740802526473999
148,133.0,12.0,0.6614986658096313
149,134.0,12.0,0.6729392409324646
150,135.0,12.0,0.655881941318512
151,136.0,12.0,0.6726491451263428
152,137.0,12.0,0.6881929636001587
153,138.0,12.0,0.6862052083015442
154,139.0,12.0,0.6870890855789185
155,140.0,12.0,0.7046898603439331
156,141.0,12.0,0.7103112936019897
157,142.0,12.0,0.692142128944397
158,143.0,12.0,0.666619598865509
159,144.0,12.0,0.6546706557273865
160,145.0,12.0,0.6746038198471069
161,146.0,12.0,0.7212175130844116
162,147.0,12.0,0.7522986531257629
163,148.0,12.0,0.7573561668395996
164,149.0,12.0,0.7578960061073303
165,150.0,12.0,0.732956051826477
166,151.0,12.0,0.7021269202232361
167,152.0,12.0,0.6781805157661438
168,153.0,12.0,0.6704994440078735
169,154.0,12.0,0.6767761707305908
170,155.0,12.0,0.6653273105621338
171,156.0,12.0,0.6656062006950378
172,157.0,12.0,0.6709915399551392
173,158.0,12.0,0.6800026893615723
174,159.0,12.0,0.6836374402046204
175,160.0,12.0,0.6769354343414307
176,161.0,12.0,0.6838101148605347
177,162.0,12.0,0.7009194493293762
178,163.0,12.0,0.7091380953788757
179,164.0,12.0,0.6978724002838135
180,165.0,12.0,0.7046482563018799
181,166.0,12.0,0.7094103693962097
182,167.0,12.0,0.6982930898666382
183,168.0,12.0,0.6901782751083374
184,169.0,12.0,0.6766180396080017
185,170.0,12.0,0.6812466382980347
186,171.0,12.0,0.6839655041694641
187,172.0,12.0,0.6971725821495056
188,173.0,12.0,0.7258840799331665
189,174.0,12.0,0.757311999797821
190,175.0,12.0,0.7517706155776978
191,176.0,12.0,0.7128180861473083
192,177.0,12.0,0.68596351146698
193,178.0,12.0,0.7148153781890869
194,179.0,12.0,0.6998380422592163
195,180.0,12.0,0.6668183207511902
196,181.0,12.0,0.6458260416984558
197,182.0,12.0,0.6524133086204529
198,183.0,12.0,0.634756863117218
199,184.0,12.0,0.5984756946563721
200,185.0,12.0,0.5850818753242493
201,186.0,12.0,0.5639336705207825
202,187.0,12.0,0.5571399927139282
203,188.0,12.0,0.5838779807090759
204,189.0,12.0,0.5861406326293945
205,190.0,12.0,0.5958986282348633
206,191.0,12.0,0.6090436577796936
207,192.0,12.0,0.5968567728996277
208,193.0,12.0,0.5792974829673767
209,194.0,12.0,0.5725945830345154
210,195.0,12.0,0.5657892823219299
211,196.0,12.0,0.5583998560905457
212,197.0,12.0,0.5726257562637329
213,198.0,12.0,0.5639849901199341
214,199.0,12.0,0.568371593952179
215,200.0,12.0,0.557227611541748
216,201.0,12.0,0.5730843544006348
217,202.0,12.0,0.5897253155708313
218,203.0,12.0,0.5739437341690063
219,204.0,12.0,0.5520604848861694
220,205.0,12.0,0.544805109500885
221,206.0,12.0,0.5445684790611267
222,207.0,12.0,0.5429403185844421
223,208.0,12.0,0.5420841574668884
224,209.0,12.0,0.554595410823822
225,210.0,12.0,0.5367061495780945
226,211.0,12.0,0.5216494798660278
227,212.0,12.0,0.5167714953422546
228,213.0,12.0,0.5236265063285828
229,214.0,12.0,0.5407012701034546
230,215.0,12.0,0.5462540984153748
231,216.0,12.0,0.5486255288124084
232,217.0,12.0,0.5572168231010437
233,218.0,12.0,0.5157647132873535
234,219.0,12.0,0.4979507625102997
235,220.0,12.0,0.4905050992965698
236,221.0,12.0,0.496472030878067
237,222.0,12.0,0.44937166571617126
238,223.0,12.0,0.5070849657058716
239,224.0,12.0,0.5077028870582581
240,225.0,12.0,0.5118595361709595
241,226.0,12.0,0.5566926002502441
242,227.0,12.0,0.5766282081604004
243,228.0,12.0,0.5383153557777405
244,229.0,12.0,0.5462692379951477
245,230.0,12.0,0.572658121585846
246,231.0,12.0,0.5599964261054993
247,232.0,12.0,0.4884006381034851
248,233.0,12.0,0.486514687538147
249,234.0,12.0,0.4889240264892578
250,235.0,12.0,0.4698168933391571
251,236.0,12.0,0.4877714216709137
252,237.0,12.0,0.498807817697525
253,238.0,12.0,0.48283851146698
254,239.0,12.0,0.4615541398525238
255,240.0,12.0,0.4566989243030548
256,241.0,12.0,0.5148788094520569
257,242.0,12.0,0.5229625701904297
258,243.0,12.0,0.46809253096580505
259,92.0,13.0,0.6184320449829102
260,93.0,13.0,0.7184211611747742
261,94.0,13.0,0.7297185659408569
262,95.0,13.0,0.7470242381095886
263,96.0,13.0,0.7650368213653564
264,97.0,13.0,0.7619488835334778
265,98.0,13.0,0.7341499328613281
266,99.0,13.0,0.7176700830459595
267,100.0,13.0,0.708229124546051
268,101.0,13.0,0.70401930809021
269,102.0,13.0,0.7040880918502808
270,103.0,13.0,0.715678870677948
271,104.0,13.0,0.7251632809638977
272,105.0,13.0,0.7371962666511536
273,106.0,13.0,0.763924241065979
274,107.0,13.0,0.7888187766075134
275,108.0,13.0,0.7763174176216125
276,109.0,13.0,0.7343611717224121
277,110.0,13.0,0.740755021572113
278,111.0,13.0,0.7322055101394653
279,112.0,13.0,0.722144365310669
280,113.0,13.0,0.7201790809631348
281,114.0,13.0,0.702806293964386
282,115.0,13.0,0.7108219265937805
283,116.0,13.0,0.7118237018585205
284,117.0,13.0,0.7335410118103027
285,118.0,13.0,0.7689594030380249
286,119.0,13.0,0.781257688999176
287,120.0,13.0,0.804641842842102
288,121.0,13.0,0.8008323907852173
289,122.0,13.0,0.778249979019165
290,123.0,13.0,0.761053204536438
291,124.0,13.0,0.7554861307144165
292,125.0,13.0,0.7495514154434204
293,126.0,13.0,0.7328798174858093
294,127.0,13.0,0.739813506603241
295,128.0,13.0,0.7307432293891907
296,129.0,13.0,0.7399215698242188
297,130.0,13.0,0.7266378998756409
298,131.0,13.0,0.7294236421585083
299,132.0,13.0,0.7387943267822266
300,133.0,13.0,0.7392973899841309
301,134.0,13.0,0.749175488948822
302,135.0,13.0,0.7370402216911316
303,136.0,13.0,0.7530534267425537
304,137.0,13.0,0.7661641240119934
305,138.0,13.0,0.7619718313217163
306,139.0,13.0,0.7596991062164307
307,140.0,13.0,0.7727677226066589
308,141.0,13.0,0.7870020270347595
309,142.0,13.0,0.760198712348938
310,143.0,13.0,0.7429725527763367
311,144.0,13.0,0.7411863207817078
312,145.0,13.0,0.7691851854324341
313,146.0,13.0,0.7932628393173218
314,147.0,13.0,0.8153033256530762
315,148.0,13.0,0.8088647127151489
316,149.0,13.0,0.7905867099761963
317,150.0,13.0,0.7628362774848938
318,151.0,13.0,0.7464260458946228
319,152.0,13.0,0.7376943826675415
320,153.0,13.0,0.7284860610961914
321,154.0,13.0,0.7328230738639832
322,155.0,13.0,0.7299789786338806
323,156.0,13.0,0.7339775562286377
324,157.0,13.0,0.7375125288963318
325,158.0,13.0,0.7371832132339478
326,159.0,13.0,0.7382497191429138
327,160.0,13.0,0.7359609007835388
328,161.0,13.0,0.7422562837600708
329,162.0,13.0,0.7471723556518555
330,163.0,13.0,0.7521476149559021
331,164.0,13.0,0.7457361221313477
332,165.0,13.0,0.7605800628662109
333,166.0,13.0,0.7689923048019409
334,167.0,13.0,0.7487897276878357
335,168.0,13.0,0.741803765296936
336,169.0,13.0,0.734947919845581
337,170.0,13.0,0.7309983372688293
338,171.0,13.0,0.7401423454284668
339,172.0,13.0,0.7627913355827332
340,173.0,13.0,0.7963116765022278
341,174.0,13.0,0.8131880164146423
342,175.0,13.0,0.8093746304512024
343,176.0,13.0,0.7817019820213318
344,177.0,13.0,0.7641860842704773
345,178.0,13.0,0.7636114358901978
346,179.0,13.0,0.7473885416984558
347,180.0,13.0,0.7238460779190063
348,181.0,13.0,0.7027611136436462
349,182.0,13.0,0.7034962773323059
350,183.0,13.0,0.6821221113204956
351,184.0,13.0,0.6405176520347595
352,185.0,13.0,0.634441077709198
353,186.0,13.0,0.6273255944252014
354,187.0,13.0,0.6306509375572205
355,188.0,13.0,0.6372712850570679
356,189.0,13.0,0.6496750712394714
357,190.0,13.0,0.6474570035934448
358,191.0,13.0,0.6532092690467834
359,192.0,13.0,0.6463330388069153
360,193.0,13.0,0.6416796445846558
361,194.0,13.0,0.6331540942192078
362,195.0,13.0,0.6366049647331238
363,196.0,13.0,0.6203253269195557
364,197.0,13.0,0.621017336845398
365,198.0,13.0,0.6063281893730164
366,199.0,13.0,0.6143402457237244
367,200.0,13.0,0.6270386576652527
368,201.0,13.0,0.6445790529251099
369,202.0,13.0,0.6537647247314453
370,203.0,13.0,0.6541276574134827
371,204.0,13.0,0.6264817714691162
372,205.0,13.0,0.6169673204421997
373,206.0,13.0,0.6159509420394897
374,207.0,13.0,0.6065288782119751
375,208.0,13.0,0.6107820272445679
376,209.0,13.0,0.6219068169593811
377,210.0,13.0,0.6087045073509216
378,211.0,13.0,0.6027646064758301
379,212.0,13.0,0.5971437692642212
380,213.0,13.0,0.5930593609809875
381,214.0,13.0,0.5915907621383667
382,215.0,13.0,0.6012840270996094
383,216.0,13.0,0.6100322604179382
384,217.0,13.0,0.6187283396720886
385,218.0,13.0,0.5972222685813904
386,219.0,13.0,0.5964965224266052
387,220.0,13.0,0.5891830325126648
388,221.0,13.0,0.5924732685089111
389,222.0,13.0,0.5859556794166565
390,223.0,13.0,0.5965827107429504
391,224.0,13.0,0.6067781448364258
392,225.0,13.0,0.6168707013130188
393,226.0,13.0,0.6356226205825806
394,227.0,13.0,0.6512644290924072
395,228.0,13.0,0.656919002532959
396,229.0,13.0,0.6646663546562195
397,230.0,13.0,0.6392273306846619
398,231.0,13.0,0.6135703325271606
399,232.0,13.0,0.5918518900871277
400,233.0,13.0,0.5876129269599915
401,234.0,13.0,0.5858570337295532
402,235.0,13.0,0.578895628452301
403,236.0,13.0,0.5744779109954834
404,237.0,13.0,0.5728382468223572
405,238.0,13.0,0.5777727365493774
406,239.0,13.0,0.5550198554992676
407,240.0,13.0,0.5441001057624817
408,241.0,13.0,0.5844987034797668
409,242.0,13.0,0.5827081203460693
410,243.0,13.0,0.5402945280075073
411,92.0,14.0,0.6706122159957886
412,93.0,14.0,0.7396846413612366
413,94.0,14.0,0.7457244992256165
414,95.0,14.0,0.7643808722496033
415,96.0,14.0,0.7880726456642151
416,97.0,14.0,0.7855454087257385
417,98.0,14.0,0.7614575028419495
418,99.0,14.0,0.7464249730110168
419,100.0,14.0,0.7358040809631348
420,101.0,14.0,0.7258124947547913
421,102.0,14.0,0.7270182967185974
422,103.0,14.0,0.7368385791778564
423,104.0,14.0,0.7466000914573669
424,105.0,14.0,0.7547643780708313
425,106.0,14.0,0.7757938504219055
426,107.0,14.0,0.7990885972976685
427,108.0,14.0,0.7947710752487183
428,109.0,14.0,0.7521392703056335
429,110.0,14.0,0.7511462569236755
430,111.0,14.0,0.7320553660392761
431,112.0,14.0,0.728013277053833
432,113.0,14.0,0.7297875881195068
433,114.0,14.0,0.7210321426391602
434,115.0,14.0,0.7115551829338074
435,116.0,14.0,0.7165347933769226
436,117.0,14.0,0.7353119850158691
437,118.0,14.0,0.7756850719451904
438,119.0,14.0,0.7925655841827393
439,120.0,14.0,0.8187596201896667
440,121.0,14.0,0.8014988899230957
441,122.0,14.0,0.7793713808059692
442,123.0,14.0,0.7682326436042786
443,124.0,14.0,0.764388382434845
444,125.0,14.0,0.7518321871757507
445,126.0,14.0,0.7347571849822998
446,127.0,14.0,0.7416005730628967
447,128.0,14.0,0.733762264251709
448,129.0,14.0,0.7398456931114197
449,130.0,14.0,0.7307612299919128
450,131.0,14.0,0.7297508120536804
451,132.0,14.0,0.7411101460456848
452,133.0,14.0,0.741831362247467
453,134.0,14.0,0.7555125951766968
454,135.0,14.0,0.7414235472679138
455,136.0,14.0,0.7632248997688293
456,137.0,14.0,0.7698144316673279
457,138.0,14.0,0.7690863609313965
458,139.0,14.0,0.7628406286239624
459,140.0,14.0,0.7807964086532593
460,141.0,14.0,0.7855294346809387
461,142.0,14.0,0.7605982422828674
462,143.0,14.0,0.7425766587257385
463,144.0,14.0,0.7467234134674072
464,145.0,14.0,0.7741760611534119
465,146.0,14.0,0.8007941842079163
466,147.0,14.0,0.8161646723747253
467,148.0,14.0,0.8145523071289062
468,149.0,14.0,0.7918156981468201
469,150.0,14.0,0.7673104405403137
470,151.0,14.0,0.7500341534614563
471,152.0,14.0,0.7446310520172119
472,153.0,14.0,0.7277119159698486
473,154.0,14.0,0.7357581257820129
474,155.0,14.0,0.7338364720344543
475,156.0,14.0,0.7419448494911194
476,157.0,14.0,0.7411342859268188
477,158.0,14.0,0.7447851300239563
478,159.0,14.0,0.7402242422103882
479,160.0,14.0,0.7411954998970032
480,161.0,14.0,0.7438551187515259
481,162.0,14.0,0.7520145773887634
482,163.0,14.0,0.752631425857544
483,164.0,14.0,0.7481720447540283
484,165.0,14.0,0.7672240734100342
485,166.0,14.0,0.7794383764266968
486,167.0,14.0,0.7517328262329102
487,168.0,14.0,0.7480582594871521
488,169.0,14.0,0.7354051470756531
489,170.0,14.0,0.7331976294517517
490,171.0,14.0,0.7432843446731567
491,172.0,14.0,0.7720795273780823
492,173.0,14.0,0.8057302236557007
493,174.0,14.0,0.8252111077308655
494,175.0,14.0,0.8190417289733887
495,176.0,14.0,0.7950626015663147
496,177.0,14.0,0.7695836424827576
497,178.0,14.0,0.7714180946350098
498,179.0,14.0,0.7509742975234985
499,180.0,14.0,0.7324246764183044
500,181.0,14.0,0.7097033262252808
501,182.0,14.0,0.7126445174217224
502,183.0,14.0,0.6844515204429626
503,184.0,14.0,0.6462991237640381
504,185.0,14.0,0.6381451487541199
505,186.0,14.0,0.6342504620552063
506,187.0,14.0,0.6327931880950928
507,188.0,14.0,0.6403623223304749
508,189.0,14.0,0.6498563289642334
509,190.0,14.0,0.6505914330482483
510,191.0,14.0,0.6545665264129639
511,192.0,14.0,0.6496396660804749
512,193.0,14.0,0.6381645202636719
513,194.0,14.0,0.6295015215873718
514,195.0,14.0,0.6378443837165833
515,196.0,14.0,0.6246967911720276
516,197.0,14.0,0.6249852180480957
517,198.0,14.0,0.6132139563560486
518,199.0,14.0,0.6189677119255066
519,200.0,14.0,0.6307830810546875
520,201.0,14.0,0.6500151753425598
521,202.0,14.0,0.6594477295875549
522,203.0,14.0,0.6551419496536255
523,204.0,14.0,0.625969409942627
524,205.0,14.0,0.6161234974861145
525,206.0,14.0,0.6116815805435181
526,207.0,14.0,0.6074601411819458
527,208.0,14.0,0.609336256980896
528,209.0,14.0,0.6233092546463013
529,210.0,14.0,0.6097961664199829
530,211.0,14.0,0.6104919910430908
531,212.0,14.0,0.6035935878753662
532,213.0,14.0,0.6074444055557251
533,214.0,14.0,0.6075083613395691
534,215.0,14.0,0.6179047226905823
535,216.0,14.0,0.623417854309082
536,217.0,14.0,0.6308962106704712
537,218.0,14.0,0.6099789142608643
538,219.0,14.0,0.6083987355232239
539,220.0,14.0,0.5999416708946228
540,221.0,14.0,0.6006454825401306
541,222.0,14.0,0.5980985164642334
542,223.0,14.0,0.6078078746795654
543,224.0,14.0,0.6176071166992188
544,225.0,14.0,0.6298195719718933
545,226.0,14.0,0.64736407995224
546,227.0,14.0,0.6672515273094177
547,228.0,14.0,0.6689831018447876
548,229.0,14.0,0.67984539270401
549,230.0,14.0,0.6498227119445801
550,231.0,14.0,0.6261926889419556
551,232.0,14.0,0.6028438210487366
552,233.0,14.0,0.6004759669303894
553,234.0,14.0,0.5960214734077454
554,235.0,14.0,0.5912907719612122
555,236.0,14.0,0.5832213163375854
556,237.0,14.0,0.5844982862472534
557,238.0,14.0,0.5860627293586731
558,239.0,14.0,0.5664210915565491
559,240.0,14.0,0.5491467118263245
560,241.0,14.0,0.5860841274261475
561,242.0,14.0,0.5707219243049622
562,243.0,14.0,0.5431222915649414
563,92.0,15.0,0.6413587331771851
564,93.0,15.0,0.7354087829589844
565,94.0,15.0,0.747996985912323
566,95.0,15.0,0.7689027190208435
567,96.0,15.0,0.7923057079315186
568,97.0,15.0,0.7959659099578857
569,98.0,15.0,0.7759569883346558
570,99.0,15.0,0.7519640922546387
571,100.0,15.0,0.7292413115501404
572,101.0,15.0,0.7273220419883728
573,102.0,15.0,0.7329235672950745
574,103.0,15.0,0.7377761602401733
575,104.0,15.0,0.7420163154602051
576,105.0,15.0,0.7569587230682373
577,106.0,15.0,0.7701080441474915
578,107.0,15.0,0.7977893352508545
579,108.0,15.0,0.7847492098808289
580,109.0,15.0,0.7553139328956604
581,110.0,15.0,0.7481339573860168
582,111.0,15.0,0.7420309782028198
583,112.0,15.0,0.7341452836990356
584,113.0,15.0,0.7440001964569092
585,114.0,15.0,0.7284941673278809
586,115.0,15.0,0.7334285378456116
587,116.0,15.0,0.7326522469520569
588,117.0,15.0,0.7567194700241089
589,118.0,15.0,0.7930465936660767
590,119.0,15.0,0.8085485100746155
591,120.0,15.0,0.8251039385795593
592,121.0,15.0,0.8176813125610352
593,122.0,15.0,0.7971747517585754
594,123.0,15.0,0.7813013792037964
595,124.0,15.0,0.7675215601921082
596,125.0,15.0,0.7633950710296631
597,126.0,15.0,0.7461239695549011
598,127.0,15.0,0.761349081993103
599,128.0,15.0,0.749100387096405
600,129.0,15.0,0.7561022639274597
601,130.0,15.0,0.741797149181366
602,131.0,15.0,0.7479286789894104
603,132.0,15.0,0.7533552050590515
604,133.0,15.0,0.7543182969093323
605,134.0,15.0,0.7674098014831543
606,135.0,15.0,0.7543732523918152
607,136.0,15.0,0.7655088305473328
608,137.0,15.0,0.7812113165855408
609,138.0,15.0,0.7850726842880249
610,139.0,15.0,0.7722199559211731
611,140.0,15.0,0.7811630368232727
612,141.0,15.0,0.7988848686218262
613,142.0,15.0,0.7665273547172546
614,143.0,15.0,0.7548670172691345
615,144.0,15.0,0.7487653493881226
616,145.0,15.0,0.7869732975959778
617,146.0,15.0,0.80548495054245
618,147.0,15.0,0.8261803388595581
619,148.0,15.0,0.8226075172424316
620,149.0,15.0,0.8083487153053284
621,150.0,15.0,0.781984269618988
622,151.0,15.0,0.7662186622619629
623,152.0,15.0,0.752407431602478
624,153.0,15.0,0.7463812232017517
625,154.0,15.0,0.7540057897567749
626,155.0,15.0,0.751330554485321
627,156.0,15.0,0.74928218126297
628,157.0,15.0,0.7537616491317749
629,158.0,15.0,0.7521735429763794
630,159.0,15.0,0.7530207633972168
631,160.0,15.0,0.7472044825553894
632,161.0,15.0,0.7549991607666016
633,162.0,15.0,0.76021409034729
634,163.0,15.0,0.7591042518615723
635,164.0,15.0,0.7510557174682617
636,165.0,15.0,0.7740585207939148
637,166.0,15.0,0.7939153909683228
638,167.0,15.0,0.762040376663208
639,168.0,15.0,0.750213623046875
640,169.0,15.0,0.7433013319969177
641,170.0,15.0,0.7405350804328918
642,171.0,15.0,0.7539783120155334
643,172.0,15.0,0.7701707482337952
644,173.0,15.0,0.8119819164276123
645,174.0,15.0,0.8331921100616455
646,175.0,15.0,0.8277701139450073
647,176.0,15.0,0.7906206250190735
648,177.0,15.0,0.7733317017555237
649,178.0,15.0,0.7723868489265442
650,179.0,15.0,0.7614672780036926
651,180.0,15.0,0.7378989458084106
652,181.0,15.0,0.7188191413879395
653,182.0,15.0,0.7225949168205261
654,183.0,15.0,0.6907627582550049
655,184.0,15.0,0.6524601578712463
656,185.0,15.0,0.6531981229782104
657,186.0,15.0,0.649756133556366
658,187.0,15.0,0.6504448652267456
659,188.0,15.0,0.6489882469177246
660,189.0,15.0,0.6612062454223633
661,190.0,15.0,0.6627161502838135
662,191.0,15.0,0.6668751835823059
663,192.0,15.0,0.6598974466323853
664,193.0,15.0,0.6559445261955261
665,194.0,15.0,0.6457518339157104
666,195.0,15.0,0.6546298861503601
667,196.0,15.0,0.6410501599311829
668,197.0,15.0,0.6406455039978027
669,198.0,15.0,0.6281017065048218
670,199.0,15.0,0.6314746141433716
671,200.0,15.0,0.6397393941879272
672,201.0,15.0,0.6607962846755981
673,202.0,15.0,0.672923743724823
674,203.0,15.0,0.6669663190841675
675,204.0,15.0,0.632303774356842
676,205.0,15.0,0.6220710873603821
677,206.0,15.0,0.6266986727714539
678,207.0,15.0,0.6202749013900757
679,208.0,15.0,0.6245663166046143
680,209.0,15.0,0.6386992931365967
681,210.0,15.0,0.6308827996253967
682,211.0,15.0,0.626122236251831
683,212.0,15.0,0.6170698404312134
684,213.0,15.0,0.6177988648414612
685,214.0,15.0,0.6220750212669373
686,215.0,15.0,0.6272199153900146
687,216.0,15.0,0.6302669644355774
688,217.0,15.0,0.638683021068573
689,218.0,15.0,0.6194655299186707
690,219.0,15.0,0.6149213314056396
691,220.0,15.0,0.6021623015403748
692,221.0,15.0,0.6139662861824036
693,222.0,15.0,0.6159736514091492
694,223.0,15.0,0.6241081953048706
695,224.0,15.0,0.627006471157074
696,225.0,15.0,0.6488938927650452
697,226.0,15.0,0.6712987422943115
698,227.0,15.0,0.6873094439506531
699,228.0,15.0,0.6835232377052307
700,229.0,15.0,0.691450297832489
701,230.0,15.0,0.6688323020935059
702,231.0,15.0,0.6380678415298462
703,232.0,15.0,0.6123677492141724
704,233.0,15.0,0.6102708578109741
705,234.0,15.0,0.6092456579208374
706,235.0,15.0,0.6011270880699158
707,236.0,15.0,0.5838220119476318
708,237.0,15.0,0.5930813550949097
709,238.0,15.0,0.6037988662719727
710,239.0,15.0,0.5871468186378479
711,240.0,15.0,0.566774845123291
712,241.0,15.0,0.5942237377166748
713,242.0,15.0,0.5793362855911255
714,243.0,15.0,0.5531878471374512
715,92.0,16.0,0.6271010041236877
716,93.0,16.0,0.7327167987823486
717,94.0,16.0,0.7452901005744934
718,95.0,16.0,0.7709630727767944
719,96.0,16.0,0.7932087182998657
720,97.0,16.0,0.8029927611351013
721,98.0,16.0,0.785143256187439
722,99.0,16.0,0.755581796169281
723,100.0,16.0,0.7364951372146606
724,101.0,16.0,0.7349464297294617
725,102.0,16.0,0.7414140701293945
726,103.0,16.0,0.7403254508972168
727,104.0,16.0,0.7513747811317444
728,105.0,16.0,0.7624356150627136
729,106.0,16.0,0.7809001207351685
730,107.0,16.0,0.8038766384124756
731,108.0,16.0,0.797546923160553
732,109.0,16.0,0.7640485167503357
733,110.0,16.0,0.7646628022193909
734,111.0,16.0,0.7493019104003906
735,112.0,16.0,0.7481184601783752
736,113.0,16.0,0.7472042441368103
737,114.0,16.0,0.7417124509811401
738,115.0,16.0,0.7378214597702026
739,116.0,16.0,0.7447445392608643
